Module,Offered,Group,Language,Activity,Day,Time,Venue,Campus,Study Prog
JLZ 110,S1,G53,E,L1,Monday,11:30 - 12:20,Lecture Theatre L7,GROENKLOOF,
JLZ 110,S1,G53,E,L2,Tuesday,11:30 - 12:20,Lecture Theatre L7,GROENKLOOF,
JLZ 110,S1,G53,E,T1,Friday,08:30 - 09:20,Aldoel Bld 2-42,GROENKLOOF,
JLZ 110,S1,G54,E,L1,Monday,15:30 - 16:20,Lecture Theatre L7,GROENKLOOF,
JLZ 110,S1,G54,E,L2,Wednesday,11:30 - 12:20,Lecture Theatre L7,GROENKLOOF,
JLZ 110,S1,G54,E,T1,Thursday,13:30 - 14:20,Aldoel Bld 2-42,GROENKLOOF,
JLZ 110,S1,G55,E,L1,Tuesday,09:30 - 10:20,Lecture Theatre L7,GROENKLOOF,
JLZ 110,S1,G55,E,L2,Wednesday,13:30 - 14:20,Lecture Theatre L7,GROENKLOOF,
JLZ 110,S1,G55,E,T1,Friday,09:30 - 10:20,Aldoel Bld 2-42,GROENKLOOF,
JLZ 110,S1,G56,E,L1,Monday,12:30 - 13:20,Aldoel 2,GROENKLOOF,
JLZ 110,S1,G56,E,L2,Wednesday,09:30 - 10:20,Aldoel 2,GROENKLOOF,
JLZ 110,S1,G56,E,T1,Friday,10:30 - 11:20,Aldoel Bld 2-42,GROENKLOOF,
JLZ 110,S1,G57,E,L1,Monday,13:30 - 14:20,Lecture Theatre L6,GROENKLOOF,
JLZ 110,S1,G57,E,L2,Wednesday,10:30 - 11:20,Aldoel 2,GROENKLOOF,
JLZ 110,S1,G57,E,T1,Thursday,11:30 - 12:20,Aldoel Bld 2-42,GROENKLOOF,
JLZ 110,S1,G58,E,L1,Monday,08:30 - 09:20,Lecture Theatre L6,GROENKLOOF,
JLZ 110,S1,G58,E,L2,Tuesday,10:30 - 11:20,Lecture Theatre L5,GROENKLOOF,
JLZ 110,S1,G58,E,T1,Thursday,12:30 - 13:20,Aldoel Bld 2-42,GROENKLOOF,
JLZ 120,S2,G01,E,L1,Wednesday,14:30 - 15:20,HB 4-14,HATFIELD,
JLZ 120,S2,G01,E,L2,Thursday,16:30 - 17:20,HB 4-14,HATFIELD,
JLZ 120,S2,G01,E,T1,Friday,14:30 - 15:20,HB 4-14,HATFIELD,
JLZ 120,S2,G51,E,L1,Monday,09:30 - 10:20,Aldoel 1,GROENKLOOF,
JLZ 120,S2,G51,E,L2,Tuesday,12:30 - 13:20,Aldoel 1,GROENKLOOF,
JLZ 120,S2,G51,E,T1,Thursday,08:30 - 09:20,Aldoel Bld 2-42,GROENKLOOF,
JLZ 120,S2,G52,E,L1,Monday,10:30 - 11:20,Aldoel 3,GROENKLOOF,
JLZ 120,S2,G52,E,L2,Tuesday,14:30 - 15:20,Aldoel 3,GROENKLOOF,
JLZ 120,S2,G52,E,T1,Thursday,09:30 - 10:20,Aldoel Bld 2-42,GROENKLOOF,
JLZ 120,S2,G53,E,L1,Tuesday,09:30 - 10:20,Lecture Theatre L7,GROENKLOOF,
JLZ 120,S2,G53,E,L2,Wednesday,07:30 - 08:20,Lecture Theatre L7,GROENKLOOF,
JLZ 120,S2,G53,E,T1,Thursday,12:30 - 13:20,Aldoel Bld 2-42,GROENKLOOF,
JLZ 120,S2,G54,E,L1,Tuesday,07:30 - 08:20,Lecture Theatre L5,GROENKLOOF,
JLZ 120,S2,G54,E,L2,Wednesday,13:30 - 14:20,Lecture Theatre L5,GROENKLOOF,
JLZ 120,S2,G54,E,T1,Friday,09:30 - 10:20,Aldoel Bld 2-42,GROENKLOOF,
JLZ 120,S2,G55,E,L1,Monday,12:30 - 13:20,Aldoel 2,GROENKLOOF,
JLZ 120,S2,G55,E,L2,Wednesday,09:30 - 10:20,Aldoel 2,GROENKLOOF,
JLZ 120,S2,G55,E,T1,Friday,10:30 - 11:20,Aldoel Bld 2-42,GROENKLOOF,
JLZ 120,S2,G56,E,L1,Tuesday,13:30 - 14:20,Aldoel 3,GROENKLOOF,
JLZ 120,S2,G56,E,L2,Thursday,14:30 - 15:20,Aldoel 3,GROENKLOOF,
JLZ 120,S2,G56,E,T1,Friday,11:30 - 12:20,Aldoel Bld 2-42,GROENKLOOF,
JLZ 120,S2,G57,E,L1,Tuesday,10:30 - 11:20,Aldoel 2,GROENKLOOF,
JLZ 120,S2,G57,E,L2,Wednesday,12:30 - 13:20,Aldoel 2,GROENKLOOF,
JLZ 120,S2,G57,E,T1,Friday,07:30 - 08:20,Aldoel Bld 2-42,GROENKLOOF,
JLZ 120,S2,G58,E,L1,Monday,08:30 - 09:20,Lecture Theatre L5,GROENKLOOF,
JLZ 120,S2,G58,E,L2,Wednesday,08:30 - 09:20,Lecture Theatre L5,GROENKLOOF,
JLZ 120,S2,G58,E,T1,Thursday,13:30 - 14:20,Aldoel Bld 2-42,GROENKLOOF,
JLZ 300,S1,G51,E,L1,Tuesday,07:30 - 09:20,Lecture Theatre L7,GROENKLOOF,
JLZ 300,S1,G52,E,L1,Wednesday,09:30 - 11:20,Lecture Theatre L7,GROENKLOOF,
JLZ 300,S1,G53,E,L1,Monday,14:30 - 16:20,Lecture Theatre L9,GROENKLOOF,
JLZ 300,S1,G54,E,L1,Friday,11:30 - 13:20,Aldoel 2,GROENKLOOF,
JLZ 300,S1,G55,E,L1,Thursday,14:30 - 16:20,Lecture Theatre L7,GROENKLOOF,
JLZ 300,S1,G56,E,L1,Thursday,12:30 - 14:20,Lecture Theatre L7,GROENKLOOF,
JLZ 300,S2,G01,E,L1,Wednesday,15:30 - 17:20,HB 1-12,HATFIELD,
JLZ 300,S2,G61,E,L1,Friday,07:30 - 09:20,Lecture Theatre L6,GROENKLOOF,
JLZ 300,S2,G62,E,L1,Tuesday,13:30 - 15:20,Lecture Theatre L6,GROENKLOOF,
JLZ 300,S2,G63,E,L1,Tuesday,15:30 - 17:20,Lecture Theatre L6,GROENKLOOF,
JLZ 300,S2,G64,E,L1,Wednesday,09:30 - 11:20,Lecture Theatre L6,GROENKLOOF,
JLZ 300,S2,G65,E,L1,Thursday,11:30 - 13:20,Lecture Theatre L6,GROENKLOOF,
JLZ 300,S2,G66,E,L1,Friday,11:30 - 13:20,Lecture Theatre L6,GROENKLOOF,
JLZ 300,S2,G67,E,L1,Monday,15:30 - 17:20,Lecture Theatre L6,GROENKLOOF,
JMA 200,Y,G51,A,L1,Monday,12:30 - 13:20,Aldoel Bld 3-22,GROENKLOOF,
JMA 300,S1,G51,A,L1,Tuesday,15:30 - 16:20,Aldoel Bld 3-25,GROENKLOOF,
JMA 300,S1,G51,A,P1,Wednesday,13:30 - 15:20,Aldoel Bld 2-42,GROENKLOOF,
JMA 451,Q1,G51,A,L1,Thursday,14:30 - 16:20,Aldoel Bld 2-42,GROENKLOOF,
JMA 451,Q1,G51,A,P1,Wednesday,11:30 - 13:20,Aldoel Bld 2-42,GROENKLOOF,
JMA 454,Q4,G51,A,L1,Tuesday,08:30 - 10:20,Aldoel Bld 3-22,GROENKLOOF,
JMA 454,Q4,G51,A,P1,Friday,10:30 - 12:20,Aldoel Bld 3-26,GROENKLOOF,
JMB 112,S1,G51,E,L1,Monday,09:30 - 10:20,Aldoel 1,GROENKLOOF,
JMB 112,S1,G51,E,L2,Wednesday,07:30 - 08:20,Aldoel 3,GROENKLOOF,
JMB 113,S1,P51,E,P1,Thursday,12:30 - 14:20,Sport Centre,GROENKLOOF,
JMB 114,S1,G51,E,L1,Monday,09:30 - 10:20,Aldoel 1,GROENKLOOF,
JMB 114,S1,G51,E,L2,Wednesday,07:30 - 08:20,Aldoel 3,GROENKLOOF,
JMB 122,S2,G51,E,L1,Tuesday,15:30 - 16:20,Lecture Theatre L5,GROENKLOOF,
JMB 122,S2,G51,E,L2,Wednesday,11:30 - 12:20,Lecture Theatre L5,GROENKLOOF,
JMB 123,S2,P51,E,P1,Thursday,12:30 - 14:20,Sport Centre,GROENKLOOF,
JMB 124,S1,G51,E,L1,Monday,10:30 - 11:20,Lecture Theatre L6,GROENKLOOF,
JMB 124,S1,G51,E,L2,Tuesday,08:30 - 09:20,Lecture Theatre L5,GROENKLOOF,
JMB 125,S2,G51,E,L1,Monday,11:30 - 12:20,Lecture Theatre L5,GROENKLOOF,
JMB 125,S2,G51,E,L2,Wednesday,12:30 - 13:20,Lecture Theatre L5,GROENKLOOF,
JMB 212,S1,G51,E,L1,Tuesday,11:30 - 13:20,Lecture Theatre L6,GROENKLOOF,
JMB 213,S1,G51,E,P1,Thursday,10:30 - 12:20,Grk Sport Centre,GROENKLOOF,
JMB 222,S2,G51,E,L1,Monday,11:30 - 12:20,Lecture Theatre L7,GROENKLOOF,
JMB 222,S2,G51,E,L2,Tuesday,11:30 - 12:20,Lecture Theatre L6,GROENKLOOF,
JMB 223,S2,G51,E,P1,Thursday,10:30 - 12:20,Grk Sport Centre,GROENKLOOF,
JMB 312,S1,G51,E,L1,Tuesday,08:30 - 09:20,Grk Sport Centre 2-22,GROENKLOOF,
JMB 312,S1,G51,E,L2,Wednesday,11:30 - 13:20,Grk Sport Centre 2-22,GROENKLOOF,
JMB 313,S1,G51,E,P1,Thursday,08:30 - 10:20,Grk Sport Centre,GROENKLOOF,
JMB 322,S2,G51,E,L1,Tuesday,08:30 - 10:20,Grk Sport Centre 2-22,GROENKLOOF,
JMB 322,S2,G51,E,L2,Wednesday,10:30 - 11:20,Grk Sport Centre 2-22,GROENKLOOF,
JMB 323,S2,G51,E,P1,Thursday,08:30 - 10:20,Grk Sport Centre,GROENKLOOF,
JMC 201,Y,G01,E,L1,Thursday,14:30 - 15:20,Technica 1-18,GROENKLOOF,
JMC 330,S2,G51,E,L1,Friday,10:30 - 12:20,Aldoel Bld 2-97,GROENKLOOF,
JMC 451,Q1,G51,E,L1,Monday,09:30 - 11:20,Aldoel Bld 2-81,GROENKLOOF,
JMC 451,Q1,G51,E,P1,Thursday,09:30 - 11:20,Aldoel Bld 2-81,GROENKLOOF,
JMC 454,Q4,G51,E,L1,Tuesday,09:30 - 11:20,Aldoel Bld 2-81,GROENKLOOF,
JMC 454,Q4,G51,E,P1,Thursday,09:30 - 11:20,Aldoel Bld 2-81,GROENKLOOF,
JMD 201,Y,G01,E,L1,Monday,08:30 - 09:20,Aldoel Bld 1-133,GROENKLOOF,
JMD 203,Y,G01,E,L1,Thursday,07:30 - 08:20,Aldoel Bld 2-97,GROENKLOOF,
JMD 205,Y,G01,E,L1,Friday,07:30 - 08:20,Lecture Theatre L5,GROENKLOOF,
JMD 206,S1,G01,E,L1,Monday,08:30 - 09:20,Aldoel 2,GROENKLOOF,
JMD 206,S2,G01,E,L1,Tuesday,08:30 - 09:20,Aldoel 3,GROENKLOOF,
JMD 301,S1,G51,E,L1,Tuesday,09:30 - 11:20,Aldoel Bld 2-42,GROENKLOOF,
JMD 303,S2,G51,E,L1,Thursday,09:30 - 11:20,Lecture Theatre L1,GROENKLOOF,
JMD 305,S2,G51,E,L1,Monday,09:30 - 11:20,Lecture Theatre L6,GROENKLOOF,
JMD 306,S1,G51,E,L1,Friday,10:30 - 12:20,Lecture Theatre L7,GROENKLOOF,
JMD 351,S1,G51,A,L1,Thursday,08:30 - 10:20,Aldoel Bld 1-133,GROENKLOOF,
JMD 351,S1,G52,E,L1,Friday,07:30 - 09:20,Lecture Theatre L4,GROENKLOOF,
JMD 451,Q1,G51,E,L1,Monday,09:30 - 11:20,Aldoel Bld 3-27,GROENKLOOF,
JMD 451,Q1,G51,E,P1,Wednesday,09:30 - 11:20,Aldoel Bld 3-26,GROENKLOOF,
JMD 453,Q1,G51,E,L1,Wednesday,11:30 - 13:20,Aldoel Bld 3-25,GROENKLOOF,
JMD 453,Q1,G51,E,P1,Friday,09:30 - 11:20,Aldoel Bld 3-22,GROENKLOOF,
JMD 455,Q1,G51,E,L1,Tuesday,15:30 - 17:20,Lecture Theatre L4,GROENKLOOF,
JMD 455,Q1,G51,E,P1,Thursday,07:30 - 09:20,Lecture Theatre L4,GROENKLOOF,
JMD 456,Q1,G51,E,L1,Friday,07:30 - 09:20,Aldoel Bld 3-12,GROENKLOOF,
JMD 456,Q1,G51,E,P1,Tuesday,09:30 - 11:20,Lecture Theatre L9,GROENKLOOF,
JMD 461,Q4,G51,E,L1,Monday,09:30 - 11:20,Aldoel Bld 1-133,GROENKLOOF,
JMD 461,Q4,G51,E,P1,Wednesday,08:30 - 10:20,Aldoel Bld 1-133,GROENKLOOF,
JMD 463,Q4,G51,E,L1,Tuesday,13:30 - 15:20,Aldoel Bld 3-27,GROENKLOOF,
JMD 463,Q4,G51,E,P1,Thursday,10:30 - 12:20,Aldoel Bld 3-26,GROENKLOOF,
JMD 465,Q4,G52,E,L1,Monday,13:30 - 15:20,Lecture Theatre L6,GROENKLOOF,
JMD 465,Q4,G52,E,P1,Thursday,13:30 - 15:20,Lecture Theatre L4,GROENKLOOF,
JMD 466,Q4,G51,E,L1,Monday,09:30 - 11:20,Lecture Theatre L9,GROENKLOOF,
JMD 466,Q4,G52,E,P1,Wednesday,09:30 - 11:20,Lecture Theatre L9,GROENKLOOF,
JME 200,Y,G51,E,L1,Wednesday,16:30 - 17:20,Aldoel 1,GROENKLOOF,
JME 210,S1,G51,E,L1,Thursday,14:30 - 15:20,Aldoel 3,GROENKLOOF,
JME 300,S2,G51,E,L1,Thursday,15:30 - 17:20,Aldoel 2,GROENKLOOF,
JME 451,Q1,G51,E,L1,Monday,15:30 - 17:20,Aldoel 2,GROENKLOOF,
JME 451,Q1,G51,E,P1,Thursday,12:30 - 14:20,Aldoel 3,GROENKLOOF,
JME 454,Q4,G51,E,L1,Tuesday,15:30 - 17:20,Aldoel 3,GROENKLOOF,
JME 454,Q4,G52,E,P1,Wednesday,11:30 - 13:20,Aldoel 3,GROENKLOOF,
JMF 200,Y,G51,E,L1,Friday,08:30 - 09:20,Aldoel Bld 3-22,GROENKLOOF,
JMF 300,S1,G51,E,L1,Wednesday,09:30 - 11:20,Aldoel Bld 3-22,GROENKLOOF,
JMF 451,Q1,G51,E,L1,Tuesday,07:30 - 09:20,Aldoel Bld 3-22,GROENKLOOF,
JMF 451,Q1,G51,E,P1,Thursday,10:30 - 12:20,Aldoel Bld 3-22,GROENKLOOF,
JMF 454,Q4,G51,E,L1,Thursday,08:30 - 10:20,Aldoel Bld 3-22,GROENKLOOF,
JMF 454,Q4,G51,E,P1,Friday,09:30 - 11:20,Aldoel Bld 3-22,GROENKLOOF,
JMG 200,S1,G51,E,L1,Thursday,15:30 - 16:20,Aldoel 3,GROENKLOOF,
JMG 200,S2,G51,E,L1,Monday,08:30 - 09:20,Aldoel 2,GROENKLOOF,
JMG 300,S1,G51,E,L1,Tuesday,07:30 - 09:20,Aldoel 2,GROENKLOOF,
JMG 451,Q1,G51,E,L1,Wednesday,09:30 - 11:20,Lecture Theatre L5,GROENKLOOF,
JMG 451,Q1,G51,E,P1,Friday,09:30 - 11:20,Aldoel 2,GROENKLOOF,
JMG 451,Q1,G51,E,P1,Friday,09:30 - 11:20,Lecture Theatre L5,GROENKLOOF,
JMG 454,Q4,G51,E,L1,Tuesday,13:30 - 15:20,Lecture Theatre L5,GROENKLOOF,
JMG 454,Q4,G51,E,P1,Thursday,15:30 - 17:20,Lecture Theatre L6,GROENKLOOF,
JMG 454,Q4,G51,E,P1,Thursday,15:30 - 17:20,Lecture Theatre L7,GROENKLOOF,
JMH 200,S1,G51,E,L1,Friday,11:30 - 12:20,Aldoel 3,GROENKLOOF,
JMH 200,S2,G51,E,L1,Thursday,09:30 - 10:20,Aldoel 1,GROENKLOOF,
JMH 300,S1,G51,E,L1,Thursday,15:30 - 17:20,Aldoel 2,GROENKLOOF,
JMH 451,Q1,G51,E,L1,Wednesday,07:30 - 09:20,Lecture Theatre L7,GROENKLOOF,
JMH 451,Q1,G51,E,P1,Thursday,09:30 - 11:20,Lecture Theatre L7,GROENKLOOF,
JMH 454,Q4,G51,E,L1,Tuesday,10:30 - 12:20,Lecture Theatre L5,GROENKLOOF,
JMH 454,Q4,G51,E,P1,Thursday,07:30 - 09:20,Lecture Theatre L5,GROENKLOOF,
JMK 201,Y,G51,E,L1,Friday,07:30 - 08:20,Aldoel Bld 1-132,GROENKLOOF,
JMK 301,S1,G51,E,L1,Wednesday,11:30 - 13:20,Aldoel Bld 1-132,GROENKLOOF,
JMK 451,Q1,G51,E,L1,Tuesday,07:30 - 09:20,Aldoel Bld 1-145,GROENKLOOF,
JMK 451,Q1,G51,E,P1,Thursday,07:30 - 09:20,Aldoel Bld 1-145,GROENKLOOF,
JMK 454,Q4,G51,E,L1,Monday,13:30 - 15:20,Aldoel Bld 1-145,GROENKLOOF,
JMK 454,Q4,G51,E,P1,Wednesday,07:30 - 09:20,Aldoel Bld 1-145,GROENKLOOF,
JML 201,Y,G51,E,L1,Wednesday,08:30 - 09:20,Lecture Theatre L6,GROENKLOOF,
JML 301,S2,G51,E,L1,Friday,10:30 - 12:20,Lecture Theatre L5,GROENKLOOF,
JML 461,Q1,G51,E,L1,Monday,09:30 - 11:20,Aldoel Bld 3-12,GROENKLOOF,
JML 461,Q1,G51,E,P1,Wednesday,09:30 - 11:20,Aldoel Bld 3-12,GROENKLOOF,
JML 464,Q4,G51,E,L1,Wednesday,07:30 - 09:20,Aldoel Bld 3-12,GROENKLOOF,
JML 464,Q4,G51,E,P1,Friday,08:30 - 10:20,Aldoel Bld 3-12,GROENKLOOF,
JMM 200,Y,G51,E,L1,Wednesday,07:30 - 08:20,Music 3-18,GROENKLOOF,
JMM 300,S1,G51,E,L1,Wednesday,11:30 - 13:20,Music 3-23,GROENKLOOF,
JMM 451,Q1,G51,E,L1,Wednesday,14:30 - 16:20,Music 3-23,GROENKLOOF,
JMM 451,Q1,G51,E,P1,Wednesday,16:30 - 18:20,Music 3-23,GROENKLOOF,
JMM 454,Q4,G51,E,L1,Wednesday,14:30 - 16:20,Music 3-18,GROENKLOOF,
JMM 454,Q4,G51,E,P1,Wednesday,16:30 - 18:20,Music 3-18,GROENKLOOF,
JMN 203,Y,G51,E,L1,Monday,16:30 - 17:20,Lecture Theatre L7,GROENKLOOF,
JMN 304,S1,G51,E,L1,Wednesday,15:30 - 17:20,Lecture Theatre L9,GROENKLOOF,
JMN 308,S2,G51,E,L1,Friday,11:30 - 13:20,NS Lab H,GROENKLOOF,
JMN 309,S2,G51,E,L1,Tuesday,14:30 - 16:20,NS Lab D,GROENKLOOF,
JMN 451,Q1,G51,E,L1,Tuesday,09:30 - 11:20,Aldoel Bld 3-12,GROENKLOOF,
JMN 451,Q1,G51,E,P1,Wednesday,11:30 - 13:20,Aldoel Bld 3-12,GROENKLOOF,
JMN 452,Q1,G51,E,L1,Monday,09:30 - 11:20,Consult Department,GROENKLOOF,
JMN 452,Q1,G51,E,P1,Thursday,08:30 - 10:20,Consult Department,GROENKLOOF,
JMN 453,Q1,G51,E,L1,Monday,11:30 - 13:20,NS Lab D,GROENKLOOF,
JMN 453,Q1,G51,E,P1,Thursday,10:30 - 12:20,NS Lab D,GROENKLOOF,
JMN 454,Q4,G51,E,L1,Wednesday,09:30 - 11:20,NS Lab F,GROENKLOOF,
JMN 454,Q4,G51,E,P1,Thursday,10:30 - 12:20,NS Lab F,GROENKLOOF,
JMN 456,Q4,G51,E,L1,Monday,13:30 - 15:20,NS Lab C,GROENKLOOF,
JMN 456,Q4,G51,E,P1,Tuesday,08:30 - 10:20,NS Lab D,GROENKLOOF,
JMN 458,Q4,G51,E,L1,Tuesday,13:30 - 15:20,Consult Department,GROENKLOOF,
JMN 458,Q4,G51,E,P1,Friday,08:30 - 10:20,Consult Department,GROENKLOOF,
JMO 181,Y,G51,E,L1,Monday,10:30 - 12:20,Music 3-18,GROENKLOOF,
JMO 182,Y,G51,E,P1,Monday,12:30 - 14:20,Music 3-18,GROENKLOOF,
JMO 201,Y,G51,E,L1,Monday,08:30 - 09:20,Music 3-18,GROENKLOOF,
JMO 202,Y,G51,E,L1,Wednesday,08:30 - 09:20,Music 3-18,GROENKLOOF,
JMO 203,Y,G51,E,P1,Tuesday,09:30 - 11:20,Music 3-18,GROENKLOOF,
JMO 204,Y,G51,E,P1,Wednesday,09:30 - 11:20,Music 3-18,GROENKLOOF,
JMT 304,S1,G51,E,L1,Tuesday,11:30 - 13:20,Technica 1-18,GROENKLOOF,
JMT 451,Q1,G51,E,L1,Tuesday,15:30 - 17:20,Technica 1-18,GROENKLOOF,
JMT 451,Q1,G51,E,P1,Friday,11:30 - 13:20,Technica 1-18,GROENKLOOF,
JMT 454,Q4,G51,E,L1,Wednesday,14:30 - 16:20,Aldoel Bld 3-27,GROENKLOOF,
JMT 454,Q4,G51,E,P1,Thursday,12:30 - 14:20,Aldoel Bld 3-26,GROENKLOOF,
JMW 204,S1,G51,E,L1,Thursday,11:30 - 12:20,Lecture Theatre L4,GROENKLOOF,
JMW 204,S2,G51,E,L1,Tuesday,15:30 - 16:20,Lecture Theatre L4,GROENKLOOF,
JMW 300,S1,G51,E,L1,Monday,09:30 - 11:20,NS Lab E,GROENKLOOF,
JMW 302,S2,G51,E,L1,Wednesday,08:30 - 10:20,Aldoel Bld 3-26,GROENKLOOF,
JMW 303,S2,G51,E,L1,Thursday,11:30 - 13:20,NS Lab B,GROENKLOOF,
JMW 451,Q1,G51,E,L1,Tuesday,07:30 - 09:20,NS Lab E,GROENKLOOF,
JMW 451,Q1,G51,E,P1,Wednesday,13:30 - 15:20,NS Lab E,GROENKLOOF,
JMW 452,Q1,G51,E,L1,Tuesday,13:30 - 15:20,Aldoel Bld 2-97,GROENKLOOF,
JMW 452,Q1,G51,E,P1,Wednesday,07:30 - 09:20,Aldoel Bld 2-97,GROENKLOOF,
JMW 453,Q1,G51,E,L1,Tuesday,07:30 - 09:20,Aldoel Bld 2-97,GROENKLOOF,
JMW 453,Q1,G51,E,P1,Thursday,09:30 - 11:20,Aldoel Bld 2-97,GROENKLOOF,
JMW 454,Q4,G51,E,L1,Tuesday,11:30 - 13:20,NS Lab E,GROENKLOOF,
JMW 454,Q4,G51,E,P1,Thursday,07:30 - 09:20,NS Lab E,GROENKLOOF,
JMW 455,Q4,G51,E,L1,Monday,15:30 - 17:20,Aldoel Bld 2-97,GROENKLOOF,
JMW 455,Q4,G51,E,P1,Tuesday,10:30 - 12:20,Aldoel Bld 2-97,GROENKLOOF,
JMW 456,Q4,G51,E,L1,Monday,09:30 - 11:20,Consult Department,GROENKLOOF,
JMW 456,Q4,G51,E,P1,Tuesday,12:30 - 14:20,Consult Department,GROENKLOOF,
JND 200,Y,G51,E,L1,Wednesday,13:30 - 14:20,Aldoel Bld 1-133,GROENKLOOF,
JND 300,S2,G51,E,L1,Monday,15:30 - 17:20,Aldoel Bld 1-133,GROENKLOOF,
JND 451,Q1,G51,E,L1,Monday,15:30 - 17:20,Aldoel Bld 2-87/88,GROENKLOOF,
JND 451,Q1,G51,E,P1,Thursday,14:30 - 16:20,Aldoel Bld 2-87/88,GROENKLOOF,
JND 454,Q4,G51,E,L1,Tuesday,07:30 - 09:20,Aldoel Bld 1-133,GROENKLOOF,
JND 454,Q4,G51,E,P1,Thursday,07:30 - 09:20,Aldoel Bld 1-133,GROENKLOOF,
JNM 461,Q1,G51,E,L1,Tuesday,11:30 - 13:20,Aldoel 3,GROENKLOOF,
JNM 461,Q1,G52,E,L1,Monday,13:30 - 15:20,Aldoel 3,GROENKLOOF,
JNM 461,Q1,G53,E,L1,Wednesday,14:30 - 16:20,Aldoel 3,GROENKLOOF,
JNM 464,Q4,G51,E,L1,Wednesday,13:30 - 15:20,Aldoel 1,GROENKLOOF,
JNM 464,Q4,G52,E,L1,Monday,11:30 - 13:20,Aldoel 3,GROENKLOOF,
JNM 464,Q4,G53,E,L1,Thursday,11:30 - 13:20,Aldoel 2,GROENKLOOF,
JOT 110,S1,G51,E,L1,Monday,12:30 - 14:20,Aldoel Bld 2-81,GROENKLOOF,
JOT 110,S1,G51,E,P1,Wednesday,14:30 - 16:20,Technica 1-18,GROENKLOOF,
JOT 120,S2,G51,E,L1,Monday,07:30 - 09:20,Aldoel Bld 2-81,GROENKLOOF,
JOT 120,S2,G51,E,P1,Wednesday,13:30 - 15:20,Aldoel Bld 2-81,GROENKLOOF,
JOT 210,S1,G51,E,L1,Wednesday,11:30 - 13:20,Aldoel Bld 2-81,GROENKLOOF,
JOT 210,S1,G51,E,P1,Friday,09:30 - 11:20,Aldoel Bld 2-81,GROENKLOOF,
JOT 220,S2,G51,E,L1,Tuesday,12:30 - 14:20,Aldoel Bld 2-81,GROENKLOOF,
JOT 220,S2,G51,E,P1,Thursday,12:30 - 14:20,Aldoel Bld 2-81,GROENKLOOF,
JOT 240,S2,G51,E,L1,Monday,09:30 - 11:20,Lecture Theatre L7,GROENKLOOF,
JOT 240,S2,G51,E,L2,Wednesday,11:30 - 13:20,Lecture Theatre L7,GROENKLOOF,
JOT 240,S2,G51,E,P1,Friday,07:30 - 08:20,Lecture Theatre L7,GROENKLOOF,
JPC 310,S2,G51,E,L1,Monday,13:30 - 15:20,NS Lab D,GROENKLOOF,
JPC 310,S2,G51,E,P1,Wednesday,13:30 - 15:20,NS Lab D,GROENKLOOF,
JPO 110,S1,G01,E,L1,Monday,09:30 - 11:20,Eng NS2 Comp Lab 1,HATFIELD,c1e1n1p1s1z1
JPO 110,S1,G01,E,L1,Monday,09:30 - 11:20,Eng NS2 Comp Lab 2,HATFIELD,c1e1n1p1s1z1
JPO 110,S1,G01,E,L1,Monday,09:30 - 11:20,Eng NS2 Comp Lab 3,HATFIELD,c1e1n1p1s1z1
JPO 110,S1,G01,E,L1,Monday,09:30 - 11:20,Eng NS2 Comp Lab 4,HATFIELD,c1e1n1p1s1z1
JPO 110,S1,G01,E,L2,Wednesday,13:30 - 15:20,Eng NS2 Comp Lab 1,HATFIELD,c1e1n1p1s1z1
JPO 110,S1,G01,E,L2,Wednesday,13:30 - 15:20,Eng NS2 Comp Lab 2,HATFIELD,c1e1n1p1s1z1
JPO 110,S1,G01,E,L2,Wednesday,13:30 - 15:20,Eng NS2 Comp Lab 3,HATFIELD,c1e1n1p1s1z1
JPO 110,S1,G01,E,L2,Wednesday,13:30 - 15:20,Eng NS2 Comp Lab 4,HATFIELD,c1e1n1p1s1z1
JPO 110,S1,G01,E,L3,Thursday,13:30 - 15:20,Eng NS2 Comp Lab 1,HATFIELD,c1e1n1p1s1z1
JPO 110,S1,G01,E,L3,Thursday,13:30 - 15:20,Eng NS2 Comp Lab 2,HATFIELD,c1e1n1p1s1z1
JPO 110,S1,G01,E,L3,Thursday,13:30 - 15:20,Eng NS2 Comp Lab 3,HATFIELD,c1e1n1p1s1z1
JPO 110,S1,G01,E,L3,Thursday,13:30 - 15:20,Eng NS2 Comp Lab 4,HATFIELD,c1e1n1p1s1z1
JPO 110,S1,G02,E,L1,Tuesday,13:30 - 15:20,Eng NS2 Comp Lab 1,HATFIELD,b1m1r1
JPO 110,S1,G02,E,L1,Tuesday,13:30 - 15:20,Eng NS2 Comp Lab 2,HATFIELD,b1m1r1
JPO 110,S1,G02,E,L1,Tuesday,13:30 - 15:20,Eng NS2 Comp Lab 3,HATFIELD,b1m1r1
JPO 110,S1,G02,E,L1,Tuesday,13:30 - 15:20,Eng NS2 Comp Lab 4,HATFIELD,b1m1r1
JPO 110,S1,G02,E,L2,Wednesday,15:30 - 17:20,Eng NS2 Comp Lab 1,HATFIELD,b1m1r1
JPO 110,S1,G02,E,L2,Wednesday,15:30 - 17:20,Eng NS2 Comp Lab 2,HATFIELD,b1m1r1
JPO 110,S1,G02,E,L2,Wednesday,15:30 - 17:20,Eng NS2 Comp Lab 3,HATFIELD,b1m1r1
JPO 110,S1,G02,E,L2,Wednesday,15:30 - 17:20,Eng NS2 Comp Lab 4,HATFIELD,b1m1r1
